"filename", "language", "vue", "SCSS", "TypeScript", "XML", "CSS", "comment", "blank", "total"
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\StepOneBasicInfo.vue", "vue", 406, 0, 0, 0, 0, 14, 57, 477
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\StepThreeSubmitSuccess.vue", "vue", 58, 0, 0, 0, 0, 0, 11, 69
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\StepTwoUploadFile.vue", "vue", 222, 0, 0, 0, 0, 5, 25, 252
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\constants.ts", "TypeScript", 0, 0, 21, 0, 0, 10, 3, 34
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\types.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 6, 31
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\useApprovalRoute.ts", "TypeScript", 0, 0, 233, 0, 0, 9, 35, 277
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\useCitySelection.ts", "TypeScript", 0, 0, 135, 0, 0, 3, 13, 151
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\components\useSecurityLevel.ts", "TypeScript", 0, 0, 90, 0, 0, 0, 16, 106
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\create-application.scss", "SCSS", 0, 544, 0, 0, 0, 1, 117, 662
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\application\select-type.scss", "SCSS", 0, 167, 0, 0, 0, 16, 34, 217
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\applications\index.vue", "vue", 6, 0, 0, 0, 0, 0, 2, 8
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\approvals\ApprovalDetailView.vue", "vue", 185, 0, 0, 0, 0, 0, 30, 215
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\approvals\ApprovalListView.vue", "vue", 182, 0, 0, 0, 0, 0, 22, 204
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\approvals\approval-detail.scss", "SCSS", 0, 158, 0, 0, 0, 0, 28, 186
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\approvals\approval-list.scss", "SCSS", 0, 101, 0, 0, 0, 0, 20, 121
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\auth\LoginView.vue", "vue", 114, 0, 0, 0, 0, 0, 13, 127
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\auth\login.scss", "SCSS", 0, 130, 0, 0, 0, 0, 24, 154
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\channel\index.vue", "vue", 6, 0, 0, 0, 0, 0, 2, 8
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\dashboard\index.vue", "vue", 174, 0, 0, 0, 0, 0, 27, 201
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\download\DownloadListView.vue", "vue", 202, 0, 0, 0, 0, 4, 26, 232
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\download\download-list.scss", "SCSS", 0, 136, 0, 0, 0, 0, 26, 162
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\error\403.vue", "vue", 24, 0, 0, 0, 0, 0, 4, 28
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\error\404.vue", "vue", 24, 0, 0, 0, 0, 0, 4, 28
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\login\index.vue", "vue", 98, 0, 0, 0, 0, 0, 15, 113
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\notification\NotificationListView.vue", "vue", 244, 0, 0, 0, 0, 0, 41, 285
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\notification\notification-list.scss", "SCSS", 0, 247, 0, 0, 0, 0, 47, 294
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\notifications\index.vue", "vue", 6, 0, 0, 0, 0, 0, 3, 9
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\profile\index.vue", "vue", 26, 0, 0, 0, 0, 0, 5, 31
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\region\index.vue", "vue", 6, 0, 0, 0, 0, 0, 2, 8
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\settings\index.vue", "vue", 6, 0, 0, 0, 0, 0, 3, 9
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\trans\TransDownloadView.vue", "vue", 154, 0, 0, 0, 0, 4, 22, 180
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\trans\TransFileTableDemo.vue", "vue", 445, 0, 0, 0, 0, 5, 55, 505
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\trans\TransUploadView.vue", "vue", 349, 0, 0, 0, 0, 8, 45, 402
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\trans\trans-download.scss", "SCSS", 0, 227, 0, 0, 0, 8, 41, 276
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\trans\trans-upload.scss", "SCSS", 0, 277, 0, 0, 0, 9, 52, 338
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\transfer\TransferManageView.vue", "vue", 258, 0, 0, 0, 0, 0, 37, 295
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\transfer\index.vue", "vue", 6, 0, 0, 0, 0, 0, 2, 8
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\transfer\transfer-manage.scss", "SCSS", 0, 115, 0, 0, 0, 0, 24, 139
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\transfers\index.vue", "vue", 6, 0, 0, 0, 0, 0, 3, 9
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\ui-config\index.vue", "vue", 6, 0, 0, 0, 0, 0, 2, 8
"d:\VibeCoding\QTrans-0302new\qtrans-frontend\src\views\users\index.vue", "vue", 6, 0, 0, 0, 0, 0, 3, 9
"Total", "-", 9014, 3994, 14609, 1, 70, 1145, 4383, 33216
